Raw Yaw,Raw Pitch,Raw Roll,Speed Yaw, Speed Pitch,Speed Roll
1f6f,2217,1fc5,0.8,-33.2,-3.5
1f6f,2207,1fc6,0.8,-32.4,-3.55
1f55,21fe,1fb2,2.1,-31.95,-2.55
1f29,2211,1fca,4.3,-32.9,-3.75
1ef9,2234,1ff5,6.7,-34.65,-5.9
1efc,2278,202e,6.55,-38.05,-8.75
1f0a,22d7,2053,5.85,-42.8,-10.6
1f23,2332,207f,4.6,-47.35,-12.8
1f30,2327,209f,3.95,-46.8,-14.4
1f3c,22fb,20b0,3.35,-44.6,-15.25
1f3c,22fb,20b0,3.35,-44.6,-15.25
1f3c,2250,2099,3.35,-36.05,-14.1
1f3c,2250,2099,3.35,-36.05,-14.1
1f33,21fb,2086,3.8,-31.8,-13.15
1f18,21c5,2064,5.15,-29.1,-11.45
1ef5,21bb,2023,6.9,-28.6,-8.2
1ed5,21d3,1ff0,8.5,-29.8,-5.65
1ec6,2219,1fc9,9.25,-33.3,-3.7
1eba,2262,1fc7,9.85,-36.95,-3.6
1ebb,2293,1fdb,9.8,-39.4,-4.6
1ec0,228e,1fd1,9.55,-39.15,-4.1
1ed3,223d,1fba,8.6,-35.1,-2.95
1ef7,21ed,1fae,6.8,-31.1,-2.35
1f0e,21b5,1f69,5.65,-28.3,1.1
1f2d,2195,1f37,4.1,-26.7,3.6
1f2e,2180,1f2b,4.05,-25.65,4.2
1f0a,215b,1f47,5.85,-23.8,2.8
1f03,2145,1f2f,6.2,-22.7,4
1f03,2145,1f2f,6.2,-22.7,4
1f08,2133,1f4e,5.95,-21.8,2.45
1f1a,214e,1f85,5.05,-23.15,-0.3
1f2f,2187,1fa2,4,-26,-1.75
1f42,21c4,1fb4,3.05,-29.05,-2.65
1f5a,21f4,1-Feb,1.85,-31.45,-5.4
1f67,2215,2022,1.2,-33.1,-8.15
1f71,2219,2046,0.7,-33.3,-9.95
1f71,2219,2046,0.7,-33.3,-9.95
1f75,2204,2057,0.5,-32.25,-10.8
1f77,21c4,2068,0.4,-29.05,-11.65
1f85,2192,2069,-0.3,-26.55,-11.7
1f81,2170,2067,-0.1,-24.85,-11.6
1f7f,2188,206b,0,-26.05,-11.8
1f7a,21d3,207d,0.25,-29.8,-12.7
1f7e,2217,2083,0.05,-33.2,-13
1f8c,221d,2081,-0.65,-33.5,-12.9
1f8f,21f3,2062,-0.8,-31.4,-11.35
1f8e,21a0,205c,-0.75,-27.25,-11.05
1f9a,2135,2024,-1.35,-21.9,-8.25
1f95,20b2,1fe9,-1.1,-15.35,-5.3
1f80,2058,1fca,-0.05,-10.85,-3.75
1f6f,2029,1fe5,0.8,-8.5,-5.1
1f59,2035,2005,1.9,-9.1,-6.7
1f63,20f5,204d,1.4,-18.7,-10.3
1f63,20f5,204d,1.4,-18.7,-10.3
1f6e,2179,2051,0.85,-25.3,-10.5
1f7b,21b9,2023,0.2,-28.5,-8.2
1f7b,218e,2010,0.2,-26.35,-7.25
1f60,213f,1fd7,1.55,-22.4,-4.4
1f57,2.00E+10,1fa2,2,-18.1,-1.75
1f3e,20d7,1fcd,3.25,-17.2,-3.9
1f3a,2.00E+10,1fdd,3.45,-18.1,-4.7
1f43,211d,1ffa,3,-20.7,-6.15
1f43,211d,1ffa,3,-20.7,-6.15
1f2d,2147,2026,4.1,-22.8,-8.35
1f2b,2134,1ff7,4.2,-21.85,-6
1f2b,2134,1ff7,4.2,-21.85,-6
1f34,20cd,1faa,3.75,-16.7,-2.15
1f34,20cd,1faa,3.75,-16.7,-2.15
1f4d,2068,1f7a,2.5,-11.65,0.25
1f99,1fbf,1f65,-1.3,-3.2,1.3
1f99,1fbf,1f65,-1.3,-3.2,1.3
1fbc,1f91,1f71,-3.05,-0.9,0.7
1fa6,1fbb,1f82,-1.95,-3,-0.15
1fa6,1fbb,1f82,-1.95,-3,-0.15
1f90,1ff4,1f85,-0.85,-5.85,-0.3
1f78,2029,1f82,0.35,-8.5,-0.15
1f58,2036,1f5d,1.95,-9.15,1.7
1f3f,1f83,1f14,3.2,-0.2,5.35
1f3f,1f83,1f14,3.2,-0.2,5.35
1f51,1e7e,1f0b,2.3,12.85,5.8
1f5e,1.00E+45,1f10,1.65,15.7,5.55
1f5e,1.00E+45,1f10,1.65,15.7,5.55
1f6a,1.00E+52,1f14,1.05,15.05,5.35
1f6a,1.00E+52,1f14,1.05,15.05,5.35
1f6f,1e7e,1f32,0.8,12.85,3.85
1f6c,1ead,1f48,0.95,10.5,2.75
1f79,1efc,1f38,0.3,6.55,3.55
1f79,1efc,1f38,0.3,6.55,3.55
1f75,1f00,1f3e,0.5,6.35,3.25
1f69,1efd,1f38,1.1,6.5,3.55
1f4d,1ee8,1f2c,2.5,7.55,4.15
1f43,1ee0,1f2f,3,7.95,4
1f5b,1ee3,1f31,1.8,7.8,3.9
1f66,1ef2,1f2a,1.25,7.05,4.25
1f7b,1efd,1f47,0.2,6.5,2.8
1f9d,1f20,1f4a,-1.5,4.75,2.65
1fb0,1f4c,1f47,-2.45,2.55,2.8
1fbb,1f84,1f57,-3,-0.25,2
1fbb,1f84,1f57,-3,-0.25,2
1fba,1fc1,1f44,-2.95,-3.3,2.95
1f75,1ff7,1f32,0.5,-6,3.85
1f45,1fad,1f17,2.9,-2.3,5.2
1f45,1fad,1f17,2.9,-2.3,5.2
1f4e,1fb5,1f2f,2.45,-2.7,4
1f60,1fdb,1f41,1.55,-4.6,3.1
1f79,2004,1f63,0.3,-6.65,1.4
1f79,2004,1f63,0.3,-6.65,1.4
1f7b,203f,1f6e,0.2,-9.6,0.85
1f7b,203f,1f6e,0.2,-9.6,0.85
1f6b,2056,1f55,1,-10.75,2.1
1f5d,205f,1f2b,1.7,-11.2,4.2
1f39,201e,1eef,3.5,-7.95,7.2
1f39,201e,1eef,3.5,-7.95,7.2
1f2e,1fda,1ecf,4.05,-4.55,8.8
1f28,1f8c,1eca,4.35,-0.65,9.05
1f5d,1f4c,1ece,1.7,2.55,8.85
1f5d,1f4c,1ece,1.7,2.55,8.85
1f9d,1f88,1efd,-1.5,-0.45,6.5
1f9d,1f88,1efd,-1.5,-0.45,6.5
1fc0,1fba,1f0d,-3.25,-2.95,5.7
1fbe,1fe3,1f26,-3.15,-5,4.45
1fa0,2009,1f35,-1.65,-6.9,3.7
1f80,200e,1f37,-0.05,-7.15,3.6
1f72,1ff8,1f2f,0.65,-6.05,4
1f70,1fe5,1f24,0.75,-5.1,4.55
1f78,1fe6,1f2c,0.35,-5.15,4.15
1f91,1fe9,1f32,-0.9,-5.3,3.85
1f9b,1fc7,1f1d,-1.4,-3.6,4.9
1fb8,1f98,1f06,-2.85,-1.25,6.05
1fb2,1f0f,1ee2,-2.55,5.6,7.85
1fb2,1f0f,1ee2,-2.55,5.6,7.85
1f9e,1ee9,1eea,-1.55,7.5,7.45
1f95,1ee5,1f03,-1.1,7.7,6.2
1f99,1f22,1f03,-1.3,4.65,6.2
1fb5,1f90,1f12,-2.7,-0.85,5.45
1fc0,1fd1,1f24,-3.25,-4.1,4.55
1fc0,1fd1,1f24,-3.25,-4.1,4.55
1fc6,1fdb,1f29,-3.55,-4.6,4.3
1fc8,1fd2,1f15,-3.65,-4.15,5.3
1fb5,1f8d,1f03,-2.7,-0.7,6.2
1fb0,1f53,1ef9,-2.45,2.2,6.7
1f9c,1f1e,1f0d,-1.45,4.85,5.7
1fa1,1f2f,1f0d,-1.7,4,5.7
1f9a,1f60,1f14,-1.35,1.55,5.35
1f98,1fb0,1f20,-1.25,-2.45,4.75
1f83,1ff7,1f37,-0.2,-6,3.6
1f83,1ff7,1f37,-0.2,-6,3.6
1f8d,1ff0,1f2b,-0.7,-5.65,4.2
1f7d,1fdc,1f33,0.1,-4.65,3.8
1f94,1fcf,1f4f,-1.05,-4,2.4
1f97,1ffa,1f67,-1.2,-6.15,1.2
1f97,1ffa,1f67,-1.2,-6.15,1.2
1f9e,2037,1f76,-1.55,-9.2,0.45
1faa,2076,1f78,-2.15,-12.35,0.35
1fa8,20ab,1f99,-2.05,-15,-1.3
1fa8,20ab,1f99,-2.05,-15,-1.3
1fb0,2084,1f89,-2.45,-13.05,-0.5
1fb0,206a,1f6b,-2.45,-11.75,1
1fb3,2038,1f29,-2.6,-9.25,4.3
1fa8,2008,1ef6,-2.05,-6.85,6.85
1f8c,1fcd,1ec1,-0.65,-3.9,9.5
1f8c,1fcd,1ec1,-0.65,-3.9,9.5
1f89,1fda,1ebc,-0.5,-4.55,9.75
1f92,1ffe,1ed3,-0.95,-6.35,8.6
1fae,2020,1f12,-2.35,-8.05,5.45
1fe9,2086,1f45,-5.3,-13.15,2.9
1fe9,2086,1f45,-5.3,-13.15,2.9
2036,207c,1f63,-9.15,-12.65,1.4
2036,207c,1f63,-9.15,-12.65,1.4
2036,205d,1f5e,-9.15,-11.1,1.65
200e,2035,1f61,-7.15,-9.1,1.5
200e,2035,1f61,-7.15,-9.1,1.5
1fed,2044,1f56,-5.5,-9.85,2.05
1fe3,2064,1f56,-5,-11.45,2.05
1fda,2081,1f6d,-4.55,-12.9,0.9
1fe2,207a,1f75,-4.95,-12.55,0.5
1fe4,2072,1f5f,-5.05,-12.15,1.6
1fe3,2061,1f56,-5,-11.3,2.05
1fe2,204d,1f44,-4.95,-10.3,2.95
1fcd,204d,1f44,-3.9,-10.3,2.95
1fcb,2041,1f58,-3.8,-9.7,1.95
1fcb,2041,1f58,-3.8,-9.7,1.95
1fd8,202a,1f44,-4.45,-8.55,2.95
1fd8,202a,1f44,-4.45,-8.55,2.95
1ff3,2021,1f20,-5.8,-8.1,4.75
1ff3,2021,1f20,-5.8,-8.1,4.75
1ff2,1ff3,1f10,-5.75,-5.8,5.55
1ff2,1ff3,1f10,-5.75,-5.8,5.55
1ff9,1fcd,1f16,-6.1,-3.9,5.25
1ffd,1fc0,1f14,-6.3,-3.25,5.35
1ffa,1fd2,1f08,-6.15,-4.15,5.95
2005,1fdd,1efa,-6.7,-4.7,6.65
2015,1fdf,1eec,-7.5,-4.8,7.35
2019,1fe2,1ee8,-7.7,-4.95,7.55
2025,1ff4,1edd,-8.3,-5.85,8.1
2025,200f,1ec0,-8.3,-7.2,9.55
202b,202c,1ea8,-8.6,-8.65,10.75
202c,2023,1ea5,-8.65,-8.2,10.9
202c,2023,1ea5,-8.65,-8.2,10.9
2034,2012,1eb2,-9.05,-7.35,10.25
205e,1fe9,1ee8,-11.15,-5.3,7.55
206d,1fde,1f02,-11.9,-4.75,6.25
2061,1fde,1edf,-11.3,-4.75,8
203f,1fea,1ede,-9.6,-5.35,8.05
2022,2000,1eee,-8.15,-6.45,7.25
1ff1,200e,1edc,-5.7,-7.15,8.15
1f78,2016,1e7b,0.35,-7.55,13
1f5b,1fc2,1.00E+73,1.8,-3.35,13.4
1f5b,1fc2,1.00E+73,1.8,-3.35,13.4
1f69,1fa7,1e6d,1.1,-2,13.7
1f7b,1f8f,1e6a,0.2,-0.8,13.85
1f9a,1f8f,1.00E+78,-1.35,-0.8,13.15
1fa0,1f87,1e7c,-1.65,-0.4,12.95
1fa4,1f74,1.00E+83,-1.85,0.55,12.6
1f97,1f70,1e7c,-1.2,0.75,12.95
1f87,1f47,1e9c,-0.4,2.8,11.35
1f74,1f27,1ea4,0.55,4.4,10.95
1f7f,1ef9,1eb8,0,6.7,9.95
1f89,1ec8,1ed4,-0.5,9.15,8.55
1fa2,1eb4,1eed,-1.75,10.15,7.3
1fb8,1ebc,1ef7,-2.85,9.75,6.8
1fc3,1ebb,1ef8,-3.4,9.8,6.75
1fbd,1ead,1f0b,-3.1,10.5,5.8
1fb0,1.00E+86,1f13,-2.45,12.45,5.4
1f92,1.00E+69,1f05,-0.95,13.9,6.1
1f83,1.00E+50,1f06,-0.2,15.15,6.05
1f85,1.00E+39,1f18,-0.3,16.3,5.15
1f82,1e2c,1f2b,-0.15,16.95,4.2
1f79,1.00E+48,1f43,0.3,15.55,3
1f72,1ed3,1f78,0.65,8.6,0.35
1f72,1ed3,1f78,0.65,8.6,0.35
1f78,1f0f,1f8f,0.35,5.6,-0.8
1f78,1f0f,1f8f,0.35,5.6,-0.8
1f52,1f1f,1f8c,2.25,4.8,-0.65
1f52,1f1f,1f8c,2.25,4.8,-0.65
1f52,1f13,1f85,2.25,5.4,-0.3
1f3a,1ef6,1f74,3.45,6.85,0.55
1f3c,1ed8,1f6e,3.35,8.35,0.85
1f4a,1ebf,1f5b,2.65,9.6,1.8
1f59,1ebc,1f4b,1.9,9.75,2.6
1f71,1ebd,1f36,0.7,9.7,3.65
1f72,1ec4,1f33,0.65,9.35,3.8
1f78,1ec2,1f29,0.35,9.45,4.3
1f82,1ebb,1f16,-0.15,9.8,5.25
1f5e,1ea9,1f04,1.65,10.7,6.15
1f48,1ea4,1f0e,2.75,10.95,5.65
1f2f,1ee5,1f38,4,7.7,3.55
1f2f,1ee5,1f38,4,7.7,3.55
1f3b,1f1b,1f52,3.4,5,2.25
1f56,1f3a,1f5e,2.05,3.45,1.65
1f78,1f4f,1f5b,0.35,2.4,1.8
1f90,1f31,1f60,-0.85,3.9,1.55
1fa2,1f01,1f52,-1.75,6.3,2.25
1f92,1eb8,1f3f,-0.95,9.95,3.2
1f80,1.00E+73,1f32,-0.05,13.4,3.85
1f81,1.00E+48,1f17,-0.1,15.55,5.2
1f7b,1.00E+35,1f01,0.2,16.5,6.3
1f70,1e3a,1ee7,0.75,16.25,7.6
1f75,1.00E+31,1ed9,0.5,16.7,8.3
1f67,1e2d,1ef2,1.2,16.9,7.05
1f70,1.00E+42,1f18,0.75,15.85,5.15
1f65,1.00E+93,1f27,1.3,11.8,4.4
1f72,1ecd,1f3c,0.65,8.9,3.35
1f6c,1efa,1f40,0.95,6.65,3.15
1f6d,1f09,1f4c,0.9,5.9,2.55
1f6b,1f05,1f48,1,6.1,2.75
1f66,1ef1,1f33,1.25,7.1,3.8
1f57,1ee2,1f24,2,7.85,4.55
1f52,1ebb,1f08,2.25,9.8,5.95
1f5d,1.00E+97,1eeb,1.7,11.6,7.4
1f5e,1.00E+76,1ec3,1.65,13.25,9.4
1f5e,1.00E+76,1ec3,1.65,13.25,9.4
1f69,1e7e,1eb0,1.1,12.85,10.35
1f57,1e8d,1ebe,2,12.1,9.65
1f52,1eb6,1ece,2.25,10.05,8.85
1f53,1ee6,1ecf,2.2,7.65,8.8
1f4c,1f11,1ecf,2.55,5.5,8.8
1f4f,1f2b,1ed1,2.4,4.2,8.7
1f46,1f1a,1edc,2.85,5.05,8.15
1f47,1f09,1ed5,2.8,5.9,8.5
1f55,1eef,1ec5,2.1,7.2,9.3
1f5c,1ee6,1ec2,1.75,7.65,9.45
1f63,1ee7,1ecd,1.4,7.6,8.9
1f6b,1edf,1eda,1,8,8.25
1f74,1ee4,1ef2,0.55,7.75,7.05
1f8d,1efb,1eef,-0.7,6.6,7.2
1f84,1f12,1ef5,-0.25,5.45,6.9
1f7e,1f25,1f05,0.05,4.5,6.1
1f6e,1f1c,1f0a,0.85,4.95,5.85
1f76,1f0d,1f06,0.45,5.7,6.05
1f72,1f0d,1f22,0.65,5.7,4.65
1f80,1f1c,1f31,-0.05,4.95,3.9
1f8f,1f23,1f37,-0.8,4.6,3.6
1fa5,1f1b,1f31,-1.9,5,3.9
1fb4,1f25,1f2f,-2.65,4.5,4
1fb4,1f25,1f2f,-2.65,4.5,4
1fa8,1f20,1f2c,-2.05,4.75,4.15
1f6f,1f22,1f21,0.8,4.65,4.7
1f65,1f12,1f16,1.3,5.45,5.25
1f71,1f0a,1f15,0.7,5.85,5.3
1f82,1f08,1f26,-0.15,5.95,4.45
1f92,1f1a,1f2f,-0.95,5.05,4
1fa5,1f22,1f37,-1.9,4.65,3.6
1fab,1f0c,1f1e,-2.2,5.75,4.85
1fab,1f0c,1f1e,-2.2,5.75,4.85
1fa5,1f09,1f20,-1.9,5.9,4.75
1f92,1f0d,1f1c,-0.95,5.7,4.95
1f97,1f15,1f33,-1.2,5.3,3.8
1faf,1f34,1f38,-2.4,3.75,3.55
1fc0,1f41,1f3f,-3.25,3.1,3.2
1fd2,1f53,1f44,-4.15,2.2,2.95
1fe1,1f4c,1f50,-4.9,2.55,2.35
1fdb,1f2e,1f47,-4.6,4.05,2.8
1fc2,1f2d,1f4c,-3.35,4.1,2.55
1fad,1f2a,1f36,-2.3,4.25,3.65
1f9f,1f2c,1f3a,-1.6,4.15,3.45
1f94,1f35,1f38,-1.05,3.7,3.55
1f98,1f5b,1f46,-1.25,1.8,2.85
1f98,1f5b,1f46,-1.25,1.8,2.85
1f87,1f5a,1f3a,-0.4,1.85,3.45
1f7e,1f55,1f38,0.05,2.1,3.55
1f8e,1f4a,1f3b,-0.75,2.65,3.4
1f8e,1f37,1f31,-0.75,3.6,3.9
1f86,1f30,1f28,-0.35,3.95,4.35
1f8c,1f2c,1f2d,-0.65,4.15,4.1
1f8b,1f22,1f18,-0.6,4.65,5.15
1f7a,1f1a,1f19,0.25,5.05,5.1
1f70,1f22,1f19,0.75,4.65,5.1
1f69,1f27,1f11,1.1,4.4,5.5
1f6d,1f31,1f21,0.9,3.9,4.7
1f6d,1f31,1f21,0.9,3.9,4.7
1f7f,1f32,1f17,0,3.85,5.2
1f7f,1f32,1f17,0,3.85,5.2
1f72,1f18,1f02,0.65,5.15,6.25
1f72,1f18,1f02,0.65,5.15,6.25
1f6c,1ef6,1f07,0.95,6.85,6
1f67,1ef0,1ef5,1.2,7.15,6.9
1f5e,1eef,1f07,1.65,7.2,6
1f60,1ef9,1f13,1.55,6.7,5.4
1f6f,1ef3,1f11,0.8,7,5.5
1f88,1f1b,1f31,-0.45,5,3.9
1f8a,1f29,1f36,-0.55,4.3,3.65
1f94,1f2b,1f32,-1.05,4.2,3.85
1f86,1f2a,1f20,-0.35,4.25,4.75
1f86,1f2a,1f20,-0.35,4.25,4.75
1f86,1f24,1f2e,-0.35,4.55,4.05
1f97,1f23,1f41,-1.2,4.6,3.1
1f94,1f39,1f32,-1.05,3.5,3.85
1f9e,1f41,1f32,-1.55,3.1,3.85
1fa8,1f54,1f33,-2.05,2.15,3.8
1fa9,1f51,1f26,-2.1,2.3,4.45
1fae,1f40,1f20,-2.35,3.15,4.75
1f99,1f3d,1f1f,-1.3,3.3,4.8
1f9d,1f32,1f22,-1.5,3.85,4.65
1fa0,1f2a,1f27,-1.65,4.25,4.4
1fb1,1f41,1f24,-2.5,3.1,4.55
1fb1,1f41,1f24,-2.5,3.1,4.55
1fa5,1f51,1f20,-1.9,2.3,4.75
1fa1,1f59,1f29,-1.7,1.9,4.3
1f87,1f52,1f2a,-0.4,2.25,4.25
1f78,1f34,1f24,0.35,3.75,4.55
1f7b,1f29,1f20,0.2,4.3,4.75
1f85,1f25,1f2f,-0.3,4.5,4
1fa2,1f22,1f27,-1.75,4.65,4.4
1faa,1f41,1f39,-2.15,3.1,3.5
1fb7,1f4a,1f44,-2.8,2.65,2.95
1fbf,1f4a,1f3e,-3.2,2.65,3.25
1fa7,1f4c,1f44,-2,2.55,2.95
1f79,1f2b,1f40,0.3,4.2,3.15
1f79,1f2b,1f40,0.3,4.2,3.15
1f77,1f23,1f3e,0.4,4.6,3.25
1f77,1f23,1f3e,0.4,4.6,3.25
1f85,1f33,1f4b,-0.3,3.8,2.6
1f85,1f33,1f4b,-0.3,3.8,2.6
1f90,1f3b,1f43,-0.85,3.4,3
1f96,1f53,1f39,-1.15,2.2,3.5
1f96,1f53,1f39,-1.15,2.2,3.5
1f92,1f6a,1f2b,-0.95,1.05,4.2
1f91,1f84,1f29,-0.9,-0.25,4.3
1f90,1f87,1f25,-0.85,-0.4,4.5
1f83,1f76,1f25,-0.2,0.45,4.5
1f99,1f62,1f1f,-1.3,1.45,4.8
1fa3,1f51,1f23,-1.8,2.3,4.6
1fac,1f35,1f29,-2.25,3.7,4.3
1fac,1f35,1f29,-2.25,3.7,4.3
1f98,1f15,1f1e,-1.25,5.3,4.85
1f98,1f15,1f1e,-1.25,5.3,4.85
1f86,1f0e,1f1e,-0.35,5.65,4.85
1f7d,1f0e,1f24,0.1,5.65,4.55
1f7d,1f0e,1f24,0.1,5.65,4.55
1f81,1f04,1f2c,-0.1,6.15,4.15
1f82,1f08,1f2b,-0.15,5.95,4.2
1f84,1f05,1f28,-0.25,6.1,4.35
1f83,1f19,1f2b,-0.2,5.1,4.2
1f83,1f19,1f2b,-0.2,5.1,4.2
1f83,1f19,1f2b,-0.2,5.1,4.2
1f7e,1f10,1f2b,0.05,5.55,4.2
1f80,1f09,1f22,-0.05,5.9,4.65
1f7b,1f07,1f2c,0.2,6,4.15
1f68,1f18,1f2a,1.15,5.15,4.25
1f72,1f2d,1f2e,0.65,4.1,4.05
1f72,1f2d,1f2e,0.65,4.1,4.05
1fc1,1f25,1f2d,-3.3,4.5,4.1
1f87,1f48,1f1b,-0.4,2.75,5
1f8d,1f46,1f2a,-0.7,2.85,4.25
1f8d,1f46,1f2a,-0.7,2.85,4.25
1f96,1f3d,1f37,-1.15,3.3,3.6
1fb0,1f3c,1f3b,-2.45,3.35,3.4
1fbe,1f36,1f44,-3.15,3.65,2.95
1fc5,1f35,1f3e,-3.5,3.7,3.25
1fb2,1f34,1f37,-2.55,3.75, 
